,AEblack,AEbrown,AEchocolate,AEcoral,AEdarkred,AEdarksalmon,AEfirebrick,AEgainsboro,AEindianred,AElightcoral,AElightgrey,AElightsalmon,AEmaroon,AEorangered,AErosybrown,AEsaddlebrown,AEsalmon,AEseashell,AEsilver,AEtomato,AEwhite,AEwhitesmoke
ACH-000429,0.030510690426377374,0.08561434822963335,-0.047513014524547106,0.23410791383112936,0.06785662462848721,0.10565001667518283,-0.054247382022590614,-0.11246547392471613,0.059964169815416926,-0.030509727463771383,0.2691162433134214,0.1234267214829859,-0.14289075568261694,0.26076383467714204,0.1205981018073496,-0.024022251674557644,-0.23411007157018926,0.37706080077569654,-0.1291414292754952,0.11838691508583471,0.39851925720784664,-0.280465499281083
ACH-000528,-0.03259587157845912,-0.09314930685404814,-0.0676050633083326,-0.05036106321664241,-0.15328834183765871,-0.2225843875415163,-0.1565746545387086,0.05264392586392079,-0.17099747540532723,-0.11922813088171749,-0.2164008686504426,0.01424668667022275,-0.08033031574111407,0.06408325094854354,-0.09743556928829877,-0.08494063303808634,-0.2741217103768081,-0.1332416552074479,-0.3099531581835923,-0.0570518371024589,-0.042522595438295126,-0.034502674940217706
ACH-000086,0.03931665635748117,-0.02723475132201794,-0.13579947652629276,-0.08911735093042267,-0.1228264827532145,-0.2593434392795943,-0.15941102938685298,-0.3727890337636528,-0.1416641243740382,-0.12782235000353687,0.3556527186761699,-0.11790847695098935,-0.15723152390244818,-0.0887568475865093,-0.08682265668127236,-0.16028200862129136,-0.3032553598577599,-0.13981902464904347,-0.17512500116369256,-0.020689838925913546,0.27785202689015853,0.02065200934523585
ACH-000046,-0.014065091039660735,-0.017821454599150435,-0.10904577151143943,-0.04613276426444738,-0.02240151686970786,-0.19212862564712754,-0.16142549716978005,-0.11006002390209854,-0.10192578601962919,-0.07837688994820531,0.014117221877395432,-0.09729032965420083,-0.04440541595656744,-0.03524028944595783,-0.07928390712831276,-0.03572853377511363,-0.1662898301971741,-0.05632746430065794,-0.11912803710387353,-0.07795221521793487,-0.21754353310989563,0.23042620350983825
ACH-000880,-0.1062530174320138,-0.06006561012398694,-0.08602011494535114,-0.05613483524170524,-0.10149881984037606,-0.024425822231139108,-0.040115276235185814,0.19754932008091045,-0.14808673972014988,-0.0194194783357013,-0.090341439802547,-0.04788058787393953,0.06290588393727671,0.06449417046959563,-0.08567206207678472,-0.17880317078258268,-0.2773843898086195,-0.014222423163032608,-0.19317252221002648,-0.04151680935180461,-0.2922819595293157,0.07284781643444445
ACH-000105,-0.0180234219500442,-0.06685692357734922,-0.12766969002373152,-0.017872096974724257,-0.16665306122290868,-0.11223943417330327,0.08951172548334987,-0.021122449075982336,-0.17274470963595945,1.472160790914606,0.16390978443421966,0.9121909199710911,0.060759872033677935,-0.09649700111147656,0.05698753674833144,-0.11118233280600447,-0.17032147347823717,-0.18739959009212906,0.6186498406109832,-0.13727224701946167,-0.09410682528352585,-0.615381757730048
ACH-000269,0.024869776578637596,0.16121971146438582,-0.049040486093351446,0.3104785462022537,0.44090616122102255,-0.0003166879300318209,-0.008693165796634036,-0.25279316997014656,0.9545905366082172,0.13840588570635093,0.5076424596647119,-0.06580252580446146,0.17894763934230423,-0.06866394029190022,0.21947335681808453,0.6154131577874887,-0.13304682889738437,-0.1271544955312195,0.06750810131577067,0.19642285454536113,0.1167961580594828,0.26802747786774095
ACH-000557,-0.005662755315274095,0.024173829258410245,-0.17711007643496965,-0.05478882798159362,-0.09645540545019532,-0.0905762508641526,0.1821924467543156,0.20588065028495725,-0.0653114646048152,0.05972577965299414,0.5368151663890145,0.17605683624633434,0.034882516096996094,0.08072247443901306,-0.11337702617704344,-0.039683517723295654,-0.20408353024799503,-0.09906639798265482,0.9644009399968203,0.16838859796649644,-0.01661518104915119,-0.435239423617616
ACH-000838,-0.025313919509327504,-0.055771247314915624,-0.08806261883063127,-0.07359145407043652,-0.10142313015853598,-0.23901252879706839,-0.0771219396958973,-0.08268491443071692,0.07263058457904797,-0.08485247798146081,0.1450754162039941,-0.08388433146058756,-0.17195245255693672,-0.1266478630488783,0.10132880254015104,0.010898090646987765,-0.2635230638354728,-0.12951278333067143,0.42953802744004815,0.020977922064785916,0.12366056673713871,-0.6538072698648083
ACH-000940,-0.00889933354792597,0.07456308808171705,0.10303891706711037,0.06052613781408112,0.10026397511456829,0.007589419561398882,0.01901577266745684,-0.16574207166934388,-0.019133629949145248,0.027254304342213126,0.017560561122223997,0.01512001397576997,0.2645530153102794,0.15853306178932394,-0.00949668913769676,-0.03146341646824837,0.2808418849532601,-0.04872561475187863,-0.027804316116471585,0.2825882251300108,-0.06185778958553022,0.12089431483614015
ACH-001329,-0.04948199647555687,-0.29746825940332333,-0.1559959463038806,-0.18253005451372314,-0.13151054820407193,-0.26462241464234754,-0.1832260776744279,-0.39027291400140596,-0.15400327699943864,-0.10386227703126559,-0.8910318240486748,-0.18009464456086313,-0.11160789410563489,-0.1801527976516742,-0.10516589467720969,-0.16030283621641472,-0.08679122618861929,-0.04313722824069826,-0.4410008406000328,-0.1653162635952873,-0.10936637444862687,0.40232683107902606
ACH-000222,-0.017058335137150302,-0.04804903342830624,0.009245602278150078,-0.01572025481256022,-0.13444868138002947,0.11980177497729026,-0.15249909133672476,0.41004572137657985,-0.10710531979631498,-0.13472898377577391,-0.012144637093005494,-0.0108311618515473,-0.1531318664840276,0.033065917000973666,-0.09097614392458647,-0.016163224676566404,-0.30349851292033325,0.10473495716403745,-0.08614264569428612,-0.07635829834268415,-0.1486849145185492,-0.03841565143508866
ACH-000248,0.004188326132408473,-0.039974861703398375,0.44286088492843223,-0.019953000012999357,0.019196844639244752,-0.007576433349383952,-0.10754140464726183,0.3293759669795001,0.29551304353369845,-0.031448373824310316,-0.010551447733802968,-0.07135370253603482,-0.052792093501019155,0.013293574079213999,-0.025840455041941573,0.01169245364848884,-0.23954974718049651,-0.02702264191418721,-0.18167551301422136,0.026587790953950596,-0.11920724331226254,-0.09914026096411263
ACH-000593,-0.051410314981847324,-0.08183614154003861,-0.026982484577284548,-0.08270165571532342,-0.12177661432728132,1.3455802441476765,-0.08206682624268162,0.0028870729370013286,-0.12711400297176476,-0.0641696769291213,-0.07879096735138727,-0.008234679523201296,-0.028561263227071754,-0.08461282318572481,-0.10722236596311516,-0.020802664848800417,-0.21497755474821137,0.07951353760260932,-0.14387894570333562,0.010262709268763742,-0.19792029006545103,0.11016661539443026
ACH-000923,0.1265136092301399,0.35220440611017056,-0.12070314436789871,0.08988017395605355,0.13587898353576386,-0.1593580798517795,0.04372419263479337,-0.11541175141327095,0.13165488849430698,0.09679457023505034,1.510595475464465,-0.01845520944591182,0.07183684267725568,0.024421540467797813,-0.11511265184146842,-0.11672707203654024,-0.17334764717988668,-0.10381305856001649,0.5994032067433896,0.5013777794745327,0.18604795824267845,-0.46306450013813993
ACH-000456,-0.015326255796544654,0.40705437499470043,0.1071396238181429,0.07547159088721919,0.19081285588289357,0.002977695170811388,0.06716284943402069,-0.036445809476010796,0.3567782546784724,-0.039605036394183724,1.2519099373621354,-0.14354786079097065,0.14046129521341968,-0.0601939108682676,0.2090607404030432,0.18748445962639815,-0.034747053363951515,0.06060687143230166,0.3564194658421459,0.16621519652470568,0.24981669467782758,0.33412964654397403
ACH-000080,-0.024671588173990035,-0.17136094094833954,-0.14667539265600765,-0.0566503497214641,-0.14448688428739007,-0.23799940767905245,-0.005419364898210026,0.02186360914495871,-0.16152979696497513,0.05360314457319774,-0.26298983059499437,-0.047709962791256624,-0.21577782346893293,-0.0804050990504108,0.04257489634962806,0.005688856797605887,-0.3125597827528621,-0.2120840180365037,0.5890662002840371,-0.10675953042745016,0.2874146976357929,-0.6494335157859052
ACH-000603,-0.010744598721947031,0.10771071843349304,0.2700220181208375,0.016897104423991918,0.0953882361995962,1.3495668691127078,-0.011119262084994159,0.3675593023340061,0.6661723871121065,0.03973725305119565,0.1445162246619807,-0.004760392282190938,0.0034057235381054233,0.06261646824957355,0.05109078066048913,-0.0035334179791517303,0.9325941412734824,0.5439525011202148,0.03051919050991271,0.11581562293793855,-0.6346159176594155,0.054627396507510154
ACH-000802,-0.04386189363141952,0.29418559544002176,-0.020915932788382198,-0.03909437711825197,-0.048268713051815036,-0.09524546881597491,-0.08644254265627678,0.35368683742983065,-0.09927684413552754,-0.030118678143756256,1.1896373340344433,-0.05464406155513965,-0.024755025711727066,-0.0313897155200601,-0.09201727543035496,0.08593617024224287,-0.20547004913139996,-0.13510079310224665,0.18957401476818342,-0.051978041780434955,0.08580812331193448,-0.018486372761055272
ACH-000792,-0.09760335099405656,0.2885790771364905,-0.08990189473575136,0.0477568980829635,-0.12681432323155825,0.2565472006169968,-0.10415757780196917,-0.2020527975782667,-0.07124686724087935,-0.08932473309427877,1.0086827267046419,-0.10199791532482283,0.023813520838719963,-0.02744915594046441,0.02544246878335795,0.15621402552416092,-0.27029302296659996,-0.0532445273816691,0.2660437150937587,-0.04186892718161812,-0.09373278708336105,0.2669437982173448
ACH-000191,-0.05284823672727674,0.34534546249880427,0.012531767159682326,0.08400256515169832,0.2607531283208171,0.19333230708447913,-0.010262050705798508,0.01718871954112012,-0.09627407405138043,-0.002629930220739444,1.226756431061792,-0.019851066640232454,0.03967168516081942,-0.0010486522219722494,0.16388826691371333,-0.044161647243976906,-0.2103202496660097,0.005204183311300328,0.30926994384804746,0.03678135955163401,0.08590901473452231,0.1352660809926344
ACH-000548,0.10399478368996758,0.37251575876970483,0.03295566648187641,0.07740400942579197,-0.06370033920748684,0.22276865997508238,0.03288252614456938,0.66909129002373,0.07722177589118107,0.05506164517532636,0.2745469666904332,0.1495625943121819,0.24131976411572018,0.011818400408444429,0.01313328229133386,0.1218478552369426,-0.16070514118386267,-0.04089114783635774,0.2659804466375476,0.24058820763253197,-0.6128052162568113,0.2988629527639254
ACH-000503,-0.08158017017396957,0.1410550667396681,-0.10531624047123353,-0.1162369072674716,-0.03836156577817299,0.23857950544826778,-0.125477007130537,-0.05314431095211273,-0.12212993885874018,-0.056757946998499745,0.561902715800453,-0.17118200264110828,-0.3777636170792691,-0.18673991542142,-0.1115630185733639,-0.10799128555565858,-0.30151917132728173,-0.11596215199604158,-0.09282571920130449,-0.19042984554020087,-0.26943540755131623,-0.19849623407160755
ACH-000992,0.11080779512291072,13.26640571724646,0.053547466274162826,0.1502830539364291,-0.07436904022676838,0.8056173953098398,0.04429147343111734,0.22316372767390885,-0.03089324765954654,0.02213341311157232,3.105847610649983,0.007058616830980516,-0.029554635262829174,0.29410400566214534,0.016195949306570534,0.3646969464241829,0.0414325511305441,0.08480482747713164,0.751360262123534,0.13682328042701716,-0.09820197084355252,0.027850071847946984
ACH-000794,-0.13683541899236495,-0.042888614354299706,-0.15160182986069515,-0.13039270576762357,-0.18476424986284926,-0.07173269472150294,-0.1876893517230285,0.03323081757431276,-0.16728868794966484,-0.08975812516062799,-0.08439425331384466,-0.1923336376407038,-0.6670901635703044,-0.18204830405609107,-0.09895271482975304,-0.12792658859993064,-0.49046900023221474,-0.2197304673403674,-0.34927700427850283,-0.1764449091194955,-0.733305327797965,-0.5297520563017175
ACH-000228,-0.06006019696521102,0.21599235772032102,-0.002598765217818854,-0.046736102001820455,0.07539101114845531,0.14133340767345295,-0.03735392029038869,0.44717749719023014,-0.06276354269032576,-0.04075719183661568,0.8768089587377544,-0.06859519988861602,-0.04187042456446208,-0.12718253960958295,-0.11439126832612515,0.034877508214557956,-0.2084471221253201,-0.09462560950014562,0.1389896746507821,-0.05057668250615572,-0.24706576778746306,0.23035491509874398
ACH-000771,-0.0914828904548347,-0.03730365472255596,-0.033773833752423245,-0.10924688010587294,-0.15401941601774766,-0.011554286608165466,-0.1634594768037781,-0.005499938896155839,-0.10825509446310745,-0.11145156941197619,-0.22135069184561135,-0.15317495607533374,-0.6550581192068478,-0.18527870714911687,-0.0952289531404659,-0.07000717734841606,-0.42573405615271137,-0.20752888827065005,-0.3978120490078175,-0.17159498374944787,-0.8105171420096546,-0.4939703647885956
ACH-000415,-0.11823205421357776,-0.13047055355865828,-0.09414162449117247,-0.13589716546199868,-0.16294896562882405,-0.1127941722879068,-0.18182382805918582,-0.09349712088967449,-0.14699802331635498,-0.10550902879840791,-0.3937492816492145,-0.15991834059251436,-0.7685778350741101,-0.17838513742638384,-0.06626036718937636,-0.08557044525667486,-0.4705517782335319,-0.15404972448113594,-0.466093980568777,-0.16492926274248831,-0.8942243305633658,-0.7385484855657767
ACH-001332,-0.049526089643211514,-0.3013415127776292,-0.052387766676761705,-0.17412819665836549,-0.1215531757528968,-0.001937033262747712,-0.1443248475123715,-0.01396685747102619,-0.09238007394263328,-0.07778562331010881,-0.7597843970458177,-0.19077123901548365,-0.4552588239418158,-0.22554479986160136,-0.11900607509151177,-0.1054219564859296,-0.4099795929843888,-0.1348288028241123,-0.542062522693867,-0.2029184940560232,0.10048127635957264,-0.42491155319833224
ACH-001278,-0.11278492649668607,-0.20372559041180693,-0.08457643404919993,-0.042700808190811304,-0.09058949403534163,-0.2858531040981598,-0.09208155653323316,-0.3191193824159815,-0.11618352536554687,-0.09179029858276481,-0.7885354728528853,-0.08292430364385557,0.00025814929750943907,-0.14180391672195902,-0.06851944716788304,-0.1308067789195708,0.17204896841193476,-0.16836300062589502,-0.45192614868209796,0.01808090777881885,0.3305827407976465,-0.08793643705575763
