,AEblack,AEbrown,AEchocolate,AEcoral,AEdarkred,AEdarksalmon,AEfirebrick,AEgainsboro,AEindianred,AElightcoral,AElightgrey,AElightsalmon,AEmaroon,AEorangered,AErosybrown,AEsaddlebrown,AEsalmon,AEseashell,AEsilver,AEtomato,AEwhite,AEwhitesmoke
ACH-000799,0.043233588311395496,-0.03730824655564363,0.43201502121107094,-0.08060890696939911,0.009826424386439287,-0.07846863814842744,0.12592707101188777,-0.14659125819281407,0.7074606061541685,0.04165552640921263,-0.4753725818249252,0.00385788296795709,0.12058380355626695,-0.04296631761833422,0.2341939299102486,-0.03350559381305655,0.18469545816233243,0.05100336390783727,-0.13793297189490658,0.2949457820882448,-0.25937224900341405,0.3411215774008317
ACH-000850,-0.01681448381763071,-0.17361600164446614,-0.15924899299248227,-0.02898225091282481,-0.03367051489690973,-0.19217592406859577,-0.14223453893297897,-0.391184507347511,-0.13132928883811304,-0.1216426128519179,-0.5692155828344674,-0.06858778355358337,-0.08835511733512362,-0.0538036985546473,-0.11328307828817799,-0.11237562547572391,-0.21088869785862113,-0.10109819155840086,-0.3143776095723692,-0.1278075990981344,-0.408448101737351,0.4672403308866975
ACH-000071,-0.03325908542162341,-0.062043171865720725,-0.12286229941341134,-0.06882171750931439,-0.09542081564954405,-0.1690739590388074,-0.08203396186727696,-0.31984100483497174,0.027063530828617614,-0.07180755611735376,-0.3359773180077011,-0.028872126640020382,0.12654798492083763,-0.11696793244578113,-0.059683588447167146,-0.04920222366520716,-0.14043652768201723,-0.11923858767143311,-0.16989395237853178,0.0035362013549042792,-0.2753070458431718,0.6185902175246645
ACH-000133,0.021753733781748972,-0.015068516193995494,-0.007379275850981956,-0.005341049346295673,0.02485956822731674,-0.15548467251925285,0.01514765655351852,-0.16229918655622588,-0.045923311598457306,-0.04026945058614216,-0.16382018885942629,0.017568207660875888,0.30722566343432856,-0.023225345716226455,-0.03170265667300248,-0.05361113211011624,0.1192820297435331,-0.038330097534997096,-0.02011008532351891,0.036362571852350645,-0.16602066717640587,0.6257477815509355
ACH-000185,-0.1151185274219248,-0.19019492178934533,-0.14269038638007875,-0.1361624133765412,-0.06624580014891665,-0.1771980871902461,-0.16544063529059136,-0.42848437446168436,-0.1850782800536239,-0.12606443647759022,-0.5659791315021128,-0.11204029592919908,-0.1414336445663956,-0.15572245992119,-0.1378081998368657,-0.12802234115886985,-0.20808557762553684,-0.10400299898238749,-0.3051993898619767,-0.1315273646643894,-0.31643223610451887,0.5694628751925909
ACH-000413,-0.12088969693506035,-0.16384422727813427,-0.12389226992558992,-0.11752187807461184,-0.027566972442522777,-0.17856921196171138,-0.1838405997072341,-0.38693558685156887,-0.15936403716819755,-0.1277206803555133,-0.48639301869109003,-0.14978637889259325,-0.059989371914454304,-0.09980077888914274,-0.13492110815837915,-0.12804886558484024,-0.13310860760822305,-0.15460750591881967,-0.272705765148698,-0.08812137350798267,-0.33262070206788724,0.5097421738336391
ACH-000230,-0.13216570673197164,-0.22571470157788615,-0.11923208056059878,-0.1241472155441553,-0.1366693801820867,-0.1551609734452894,-0.20101903755222775,-0.6138857426855234,-0.19300132123511599,-0.15730344162265317,-0.8341028051806635,-0.1910091968394467,-0.5339534359783419,-0.16436330589373715,-0.15257240548917653,-0.17079291826783333,-0.3428827970900203,-0.18352171430685055,-0.556165531871962,-0.20821330473072883,-0.6007743352334446,0.17845681205382832
ACH-000616,-0.06580451407611573,0.015470936002676003,-0.15356948081375651,-0.048497102092302666,-0.021388731070644866,-0.0845521559431236,-0.026964199784121092,-0.11257474380590336,0.03502337658051708,-0.025507863674042452,-0.12252075590479289,-0.03259228470530925,0.27495797652052206,-0.022871685613155487,-0.08073172169519491,-0.07119926203677089,-0.06554950554674449,-0.04555423769830242,0.041878874409506536,-0.11027339995374569,-0.13923967928267234,0.6018632415582603
ACH-000165,-0.0616558686264776,-0.16878612684759453,-0.19428230594403653,-0.07267117366146005,-0.08481091424004426,-0.18069944351144146,-0.12534672165044689,-0.38065793510484197,-0.13142634809600784,-0.11604031015813206,-0.5987536619873175,-0.06640455166509981,-0.011428847111914968,-0.08759881395412569,-0.10081576545488487,-0.11464715959181618,-0.18139777238151342,-0.07132726613731685,-0.3128109322572546,-0.10939820334020904,-0.29743050276113586,0.573808588626813
ACH-000178,-0.005408816017121452,-0.0048448449763734604,0.15227226817275546,0.022626999853087658,-0.13942936349238808,0.42728447785043305,-0.097581744154769,0.017349472754201605,-0.07281964826995801,-0.05165891291316261,0.23711377811711418,0.059137590320586735,0.0223507827577206,-0.05990435954777787,-0.12724738590073276,-0.05986177448457827,-0.2835191098161171,-0.07193624661187976,0.0026951883873518696,-0.12027951171362652,-0.057972286864889894,0.2411071520914292
ACH-000224,-0.0985901320239755,-0.14207964530838518,-0.17663034778419315,-0.1282292044451524,-0.09906615277423875,-0.17556909953466396,-0.19531555614063958,-0.44530528871393815,-0.15505048465096827,-0.11246433345712285,-0.6910836837561081,-0.11226105505833128,-0.17090459719455478,-0.09809063447707506,-0.07781755476148597,-0.11490515112243026,-0.2554681370977298,-0.16683673068480687,-0.36200306486692724,-0.12282138416055596,-0.5373226421802532,0.5279436377446348
ACH-000526,-0.11434945840292417,-0.13867677833636302,-0.19947667022828947,-0.13077646577011234,-0.14580260601800743,-0.1053552322093219,-0.14134366838882043,-0.42894603121833536,-0.0941705177985133,-0.12156518353315086,-0.4771729124378566,-0.14212352628147987,-0.10748233706256859,-0.1717904263267442,-0.12164987794601453,-0.05655629996559842,-0.24178339783109778,-0.1228898289032143,-0.268799907683651,-0.14984545429261942,-0.2754305881188396,0.5577197547888657
ACH-000229,-0.10904598784678621,-0.13986916453545703,-0.07167478030863614,-0.06928298976249027,-0.07766495468771875,-0.124840823561464,-0.1496852935811251,-0.4263017839900603,-0.17279571295177662,-0.10519809283096501,-0.6390430935895305,-0.1205477365698679,-0.17430856764091146,-0.17129157249495416,-0.08798124137318711,-0.027903933001340486,-0.24005498632362238,-0.028801687946447135,-0.3186082838816402,-0.11703822079525648,-0.44917617398975995,0.5312809089813915
ACH-000275,-0.08157267082460942,-0.13479859102987765,-0.15853516258288938,-0.0761310198750355,-0.006172351725872696,-0.19240054049143557,-0.08521637633884674,-0.41307968171476417,-0.11806857938111293,-0.09715461693164926,-0.5160010814050279,-0.1425191879154922,-0.12378429530230495,-0.05852212877244984,-0.07115019093585861,-0.1325883301158921,-0.2431229138344775,-0.07977286979231639,-0.290144017332887,-0.11412621957755416,-0.39047336594612225,0.5356184082481393
ACH-000180,-0.07681701187361525,-0.1604148114788546,-0.1403075065508705,-0.12765371559748778,-0.10351472686320029,-0.18055055218714952,-0.1540410958691981,-0.4067069390254227,-0.14842556731235146,-0.10810178054991422,-0.44500493307863975,-0.10486628951227248,-0.0347384783986628,-0.10435026313477579,-0.14495703122728237,-0.09277423917878186,-0.208555652229045,-0.15381462287331338,-0.23331384653317144,-0.13015419694009095,-0.35699532463498096,0.5541762493227629
ACH-000284,-0.11005921988068151,-0.16654541318216623,-0.1707760046689228,-0.10579614179515978,-0.14009735422835223,-0.18432868695624158,-0.17257340316817119,-0.44854049330481516,-0.1572396650218712,-0.1360298707233168,-0.4111121971643894,-0.14262790044610046,-0.08926717166545903,-0.15975516814893223,-0.09171597095584387,-0.10354781185935728,-0.23932100389056657,-0.1821289802809051,-0.29041323908241395,-0.14860781687940272,-0.3076544285077709,0.47746496398777516
ACH-000274,-0.032556148049952646,-0.04388709260332051,0.0512439326326922,-0.047059668241151174,0.2029448501366115,-0.1350906883807905,0.16691669168872095,-0.20845085993240092,-0.06423743004892063,0.00706318622674558,-0.18588929309310057,0.12049810667417518,0.1480351456138511,-0.07922856466152532,-0.015772174884425873,0.12086096742074418,0.07410644891920448,0.15657056680267478,-0.07975244959314878,-0.12077107023117205,0.009430671125165687,0.3663761833634988
ACH-000119,-0.10546718404720679,-0.1236640584345708,-0.17450444384296265,-0.1238023733684938,-0.11224476810749864,-0.21563025870351094,-0.11300293463068699,-0.4484880309460181,-0.12706064917168475,-0.12643943334154548,-0.31989586700587075,-0.18897763955129845,-0.06912208364443738,-0.10540457358209884,-0.13147566432196917,-0.08929583031602387,-0.25154760827803047,-0.1396673008163238,-0.2410979826330443,-0.09716749296179544,-0.1666822188484002,0.5757543895444164
ACH-000340,-0.04626381186934438,-0.10325615640682623,-0.13269230069265067,-0.05167366269715272,-0.10456729184797912,-0.18471937288719587,-0.1667579582093478,-0.4484839695876391,-0.16310993614764385,-0.10988703025108465,-0.12655378742283205,-0.1362492672799904,-0.024940673904934145,-0.032624341722794714,-0.10693988489293227,-0.12008731040886572,-0.2356966753513969,-0.16880652976078492,-0.20133524860813565,-0.1709865217170719,-0.018981400852617476,0.4852133947038671
ACH-000154,0.027838849445136562,-0.16913587239380581,-0.11106021382076359,-0.0809625673143608,-0.033563557115216025,-0.18393064762302377,-0.1413455900836671,-0.36245244434194246,-0.061398381947139154,-0.1347507422646949,-0.524730472392066,-0.08215075812463032,-0.0009235115678034473,0.018294330929282822,-0.1115917493997185,-0.15708191912436373,-0.15063607294354603,-0.10975929820412467,-0.22422251085461328,-1.980744962885538e-05,-0.30283894861483507,0.5125854235131213
ACH-000043,-0.073002747288414,-0.0874723215920858,-0.14850410446590315,-0.1233579500770475,-0.06389370231262201,-0.19213395513610393,-0.14219034005652356,-0.4999144727848786,-0.0747934708502983,-0.1214000476234478,-0.19836404517912645,-0.039103686959191954,-0.15627293359237038,-0.05728510713678146,-0.08663735477749561,-0.14373403712783517,-0.2755808092155534,-0.11332509026338454,-0.25384228684491006,-0.0937178468952262,0.06813652569051012,0.3702730778170489
ACH-000194,-0.09039405002646848,-0.12490246059732378,-0.19164965904801437,-0.1014555276969571,-0.11420211255681796,-0.14931619713596483,-0.15729043769132212,-0.40333656190404366,-0.17781060688293537,-0.13002385571557004,-0.36247245926430205,-0.08816519649365773,-0.02323987052077853,-0.11456263367826418,-0.07030659007212689,-0.09099101657322825,-0.2187940287919108,-0.15644073213373438,-0.22761943351577466,-0.137142568433571,-0.292358073821668,0.5396553197550704
ACH-000801,-0.03740139328473032,-0.11502875009691248,-0.10492044365151146,-0.08898338290613267,1.0034195408310365,-0.184099613845201,0.25259974432343396,-0.22035158337944627,-0.13565709029487813,0.022424879880066265,-0.43716910425454586,-0.08044473433753391,0.05257836932876628,0.07130295453875661,-0.044804257220733376,-0.1413125848670871,0.02629975840261489,-0.13794802675741347,-0.1600728479176143,-0.13040284837904637,-0.10463964633889579,0.11185399169313764
ACH-000814,-0.04518117132052928,-0.042828386164930836,-0.014541805282590631,-0.13205763806221976,0.5779610925785786,-0.17519889499397942,0.20390043256914178,-0.221487091539666,-0.040971290090253715,-0.004975460427592176,-0.21409326986511784,-0.03479491399024519,0.19042866967309505,-0.010457246382761255,-0.03375094546192671,-0.12128759202195138,-0.10848555415804746,-0.05236499038964645,-0.07452143597390717,0.03316107874588484,-0.1267825334307882,0.450317169471679
ACH-000135,0.01909299718721211,-0.14078588638066386,-0.1520370568390573,-0.10151272651178307,0.007999366368132506,-0.21643585863035153,-0.1051736960140259,-0.3977833624196334,-0.12190066644390257,-0.14340210319777247,-0.4472832117170848,-0.1113529086203113,-0.07672447549214208,-0.13501473325040725,-0.10906007879858884,-0.0774915938611909,-0.21056810683417557,-0.04930798646968279,-0.25701017132570136,-0.059543637436730794,-0.31725215952197683,0.5292940270992842
ACH-000632,-0.04597890120024517,0.024675121243371758,-0.1536565106699141,-0.09774468381304019,0.2744460904704281,0.024038114999034844,0.11902994813125498,-0.23226291639384253,0.03804447693427898,0.013585731570828617,0.5338952689843993,-0.05082066834963899,0.0730268065091905,-0.06765170494054684,-0.10486503060791322,-0.11741233846288267,-0.13911606962375567,-0.12430552650373994,0.06642871383221177,-0.07866902989965686,0.1548277413924524,0.24389586465915492
ACH-001737,0.13020570829366124,-0.0020384358254688585,-0.09355791919744863,-0.06078103798919583,-0.09602970389296037,-0.1303351557198062,0.26189388676242537,0.018319897394616258,-0.13257646972074585,0.6813859108128218,0.240666319740734,0.12346254257215548,0.04632394369365669,-0.1975315083836736,-0.08160693793516006,-0.06817440158793472,-0.006934232923911526,-0.15490383434453445,0.5725827073202452,-0.11809040159848415,0.3350288456464293,-0.41850605340139535
ACH-001523,-0.1364353048021904,-0.21500068835947386,-0.10372703540427337,-0.13478684279279876,-0.15859050292056917,0.02745674392537093,-0.14617791799871435,0.16489094149093028,-0.13880523291464655,-0.1090680371838692,-0.715396300981189,-0.0874297493184522,-0.20697293595937527,-0.21048974484138777,-0.11501746847391643,-0.10352735364210536,-0.29977560339004583,-0.125026296413579,-0.3695354065240667,-0.13074074459977836,-0.01498096862873618,-0.005295944004929777
ACH-000472,-0.020533867734799347,-0.19935765190580845,-0.11940071474740803,-0.10514344046090995,-0.1304881980341265,-0.008014671703937827,-0.1755777226715706,-0.11451665432031853,-0.16327580276807316,-0.14229796458330266,-0.6933713265514146,-0.07069420999792878,-0.4732502592685281,-0.12991224160665085,-0.12014577959176401,-0.11321473649790058,-0.40846811235642844,-0.2100886582274943,-0.4633586340550619,-0.14102168893324685,-0.38677922482711025,-0.3918221109575434
ACH-000778,-0.11829814686213633,-0.09868158307209512,-0.156504867569604,-0.10322199630270153,-0.1692190126005819,-0.09209128954276474,-0.21070664073856712,-0.12090604641437158,-0.18701821118609957,-0.1424937519005327,-0.02335241380367679,-0.17655134322009403,-0.1886371409871735,-0.09056985846680124,-0.12664567468709237,-0.15995594118790513,-0.4476315641078952,-0.21790232286315417,-0.2392263341471357,-0.20149708896640878,-0.0849375704739416,-0.001736246996110431
ACH-000546,0.002654684738161074,-0.011256632748851018,0.08341011256273624,-0.017096956331181315,-0.028486359996122198,0.14966912202717214,-0.017437343602024577,0.4797699767424053,-0.04282361456233204,-0.04956396315220479,-0.4804787753136011,0.00731846178517204,0.02311561513894404,0.015203059777930072,-0.08660023393268847,0.11891856956874074,-0.09816359927618681,-0.047200100677885444,-0.1051633551580334,0.04447007936789822,-0.30847298901830517,0.0404000432551943
ACH-001524,-0.13644649349258378,-0.2539284403630158,-0.08420893453974058,-0.1412715510329372,-0.14697294633584784,-0.1784741710765177,-0.1593515205740737,0.280575335101185,-0.09871135531411784,-0.12695477632757562,-0.6860217903706132,-0.13740833295039526,-0.21585181034460832,-0.22497313207351716,-0.11741742104809112,-0.10781277004001445,-0.3332841684637476,-0.19785352885871815,-0.368414127326517,-0.06414298361857168,0.05940470993513644,0.04027280839253115
ACH-000054,-0.07885454550650398,-0.04160145916869862,-0.1675479335791191,0.05533008053096532,0.19838773553083955,-0.004239636899453734,-0.12075731832394225,-0.3198366839917638,0.1497555592902395,-0.010971658987442956,0.05556580874812796,-0.031132994717869095,0.06965445008768477,-0.06711266564532489,-0.09806195466106087,0.11403971767498264,-0.24203233489061324,-0.18476128907798622,-0.10313054798381537,-0.041326855755873006,0.056463752441087284,0.24348262078565472
ACH-000986,0.1910762866777974,-0.16501113791872254,-0.1637380981493892,-0.0899176888361752,-0.14849959331374452,-0.04873828330640813,-0.1326423553673296,0.2989171706414274,-0.18452717975303654,-0.09131124497277683,-0.2475065289911546,-0.16358448550020674,-0.2793464562475986,-0.11939116336004446,-0.08527468957514085,-0.19917533229387274,-0.33474026328001943,0.09548467695875805,-0.2594549631982026,-0.18910562951992468,-0.10906803845642733,-0.41622054551651844
ACH-000547,-0.047532565084078486,0.028126230277068804,-0.05035682583211223,-0.0942992887326366,0.10707249698141473,-0.25480235834956305,-0.08275275279676542,0.12262295250456685,0.11659224218689003,-0.019369699111003058,0.2809417334858697,-0.0822420331903831,-0.09803387378040808,-0.040598820707372765,0.16410560229168816,-0.12296764315436061,-0.37158067439064063,-0.16308600843992635,-0.09232595882127324,-0.07089104779056722,-0.03610265553431047,0.045716808797991386
ACH-000724,-0.030717410485466414,-0.04937799221253094,0.15266409131370207,-0.07715554914654703,0.025850397848329522,0.186814360403047,-0.03907896687758942,0.35271807379496495,0.008746271493549803,-0.09163654651398973,-0.30777955635733956,-0.03865910370217761,0.056167360043455454,-0.053478720828269335,0.034146508182321546,-0.14300959093177265,-0.25102221199715613,-0.09784640092913703,-0.17896384080389524,0.04229619390223889,-0.27200573373233716,0.07724774126011741
ACH-000322,-0.005180775736845628,-0.039272281156464146,-0.0984033035193219,-0.07559311127245105,0.3482698142296398,-0.1548204779382563,0.178909395741877,-0.2910708945950224,0.4646816106682249,-0.017798383413659465,-0.06965357886675502,0.0035404302711448806,0.09565417222412008,-0.09000535840272812,-0.11968083143609429,-0.1320994884539759,-0.0817974282430405,-0.1458620069600709,-0.16922459324584502,0.03370558669892913,-0.012977414790357621,0.2571532791772824
ACH-000552,-0.01857919765898614,-0.11266851753948057,-0.059973723032406466,0.01880346295118736,-0.15480555946953026,0.02641399151576628,-0.1440070153010207,0.34619359984266546,-0.10367675241476013,-0.12164404609479929,-0.16344332695784836,-0.08444107377728488,-0.1206301204097795,0.18522366031405482,-0.15345039804871227,-0.06565754640969355,-0.2867912218820146,0.08852141808964062,-0.21538765827951573,-0.1568733382521885,0.0202678158144552,-0.2842849848338736
ACH-000926,-0.0565347485574247,-0.17461899625614788,-0.16211422762542646,-0.08677316879723507,-0.14182573496167394,-0.023026015824944006,-0.16798075906397592,0.33580858585019546,-0.16084059012442944,0.056645547790465926,-0.15409933412910407,-0.11994334053131392,-0.28716136750872107,-0.1949685782028133,-0.12106650265438867,-0.11938330644034004,-0.3080321715284831,0.1396621149198944,-0.2581080258216582,-0.18005429251504732,0.0472068881263556,-0.3659603567549594
ACH-000914,0.027559287819997447,-0.06845504305821516,-0.12421006003721931,-0.05034717676539914,-0.14711084707559238,-0.22769751995338966,-0.05303687166846271,0.07765355649418557,-0.16733730313906617,-0.13630304040215224,0.2308866915730698,-0.001292730740802665,0.05729478755084972,-0.05165161447522119,-0.10165523826006458,0.0017989358076396795,-0.26610506188173216,-0.15889007497498628,0.6864310703630943,-0.0051343587642501175,0.1331327252589686,-0.5876959648542486
ACH-000976,0.14870044043058694,-0.027753172549126525,-0.08909849369769926,-0.1227434192144675,-0.1506574427119078,-0.22325454138386927,-0.11875001580547247,-0.11283837830794109,-0.16933770911320042,-0.14381404150337304,0.38027450333985396,-0.1753634300375685,-0.41146339318983055,-0.11434101193120091,-0.15762156223965956,-0.1829512243750794,-0.462877667364378,-0.18367013819677586,-0.30832705732377796,-0.13506003776978598,0.2527603410798073,-0.28207959858058507
ACH-000239,0.04947586305181532,-0.11652620019626626,-0.06620762548583928,-0.05336816433549502,-0.18088351244738451,0.3123078564306955,-0.12359441596704399,0.4487667287132451,-0.16296827971263042,-0.12237574966630331,-0.18292844650243378,-0.12229694254188049,-0.07422144577153532,-0.08224293269166649,-0.14025498358188682,0.015012106563948338,-0.2545361194155708,0.138314698858362,-0.20874786218689134,-0.10480041153705295,-0.20173698459835646,-0.1565001011067275
ACH-000475,0.3311394516718344,-0.08719505900508366,0.07385261724937335,0.079992242755821,0.2695085228143696,1.253222698421706,0.009139442308604494,0.031701607502868503,0.2465140382549415,-0.03441873372322258,-0.33658392627635497,-0.05732381292136464,-0.1150093717879671,0.048947631786877596,0.04158920012697096,0.18027273385693643,-0.27562008778497354,1.169715227904985,-0.28878273088100676,0.07803714881785935,-0.2504038808618254,-0.19664824684241472
ACH-000808,0.028822908531423608,-0.13371489096499004,-0.16988775972163914,-0.12517589110219143,-0.021081565819704093,0.05125833043914987,-0.07077332017880125,-0.35396272368346227,-0.04339016638329757,-0.06470644896521544,-0.5115015822564707,0.12592235692660372,-0.06446088015307605,-0.07371410478106834,0.0642720467684895,0.004562669767849733,-0.1645031375818792,-0.055262175994399546,-0.3510769258211036,0.034916168269402796,-0.30403316705966205,0.39651349847339395
ACH-000671,0.00129222182003373,-0.07721724200549353,0.052887768653557134,0.014332022879021833,-0.009950992890379923,0.0477727743342115,0.15342040571466573,0.11688652279297254,0.0890567773836715,0.09517652227835284,-0.2753427696268264,-0.10494595423253249,-0.16447405525283848,0.03512262862997314,-0.06407501475524865,0.17590196584158016,-0.06573885321054915,1.1385216459859426,-0.26360374512830675,0.07330946118683969,-0.1119047163865707,-0.3322612624952936
ACH-000480,-0.05081564105990793,-0.029006720355490248,0.32534697129566,0.04930842554965766,0.06530331991724787,0.13800033846359705,0.11048059203637908,0.13000758532949228,0.01258107069150016,0.03387329197101836,-0.16552728982135143,-0.02895799354689516,0.01668319260048949,-0.022109134442127334,0.0410967156313655,0.08853845963846728,-0.012027740317502483,2.033180038375969,-0.12352664478187392,0.20944236244814904,-0.16013980995994467,0.011171925519169254
ACH-000829,-0.03198152688355454,-0.03007880650208255,-0.1561634128655675,0.026367203014095814,0.16113644873698332,0.03043306157662914,-0.060694384757405774,-0.006260330730505675,-0.11834351912727985,-0.006422082289185845,0.11547827004551889,0.06307591480716007,-0.0657017443528015,-0.07064668131372233,0.04408310986430024,0.06812789343592081,-0.2911617590881097,-0.16793546188131575,0.5891843901100472,0.012651870422656631,0.2363791763096412,-0.6796416171482057
ACH-000118,-0.0676668920535691,-0.12917204222356352,-0.15750125268102239,-0.0784114130577934,-0.13110351064331904,0.010758123414430625,-0.127022390401,0.1973121484783207,-0.10899863040205153,-0.1144846041235317,-0.28523669854609135,-0.09714357406067071,-0.12510471942608548,-0.12614861677713324,-0.14803143872524824,-0.10893224677376756,-0.2424164582400179,-0.1385370726146275,-0.2261916640352162,-0.06309456236995711,-0.2991590602555551,-0.042399675669296956
ACH-000213,0.04154852658112771,-0.22379953410246003,-0.19176613257910352,-0.10407962406325537,-0.1812263224244993,-0.13944305458747475,-0.19755760668008848,0.1698011157503701,-0.19580298936130333,-0.12477674360642779,-0.39936577128855116,-0.1634598819317214,-0.34312450389941096,-0.08966811881776127,-0.12148596575517438,-0.19095809111661155,-0.4134639864050179,-0.18557308350194623,-0.33956546826605527,-0.1645696776918668,-0.05058440541584746,-0.27337285151937957
ACH-000612,0.06027642204017801,0.0021325050969598427,0.061763198356101626,-0.03986975784009755,0.01745573659226336,-0.12056471071641395,0.10694770613842579,0.11318130676568415,-0.0611795455171203,0.27781245349001216,-0.09697715149258265,0.03692131964820233,0.047575452463261565,0.03730305400001427,0.07570054927012282,0.12087771858833661,-0.14821298976351668,0.033295139329274394,0.7908748683078497,0.0734571514530287,0.020409526024885577,-0.314446345703876
ACH-000509,-0.03179118478626121,-0.025875112625862673,-0.09025316885049654,-0.06308333663265331,-0.13107319348606752,-0.034399826554767074,0.31218476730680755,0.23224680230769082,0.00650147038718754,0.5231175966137525,0.0687084926507191,0.3558928442394141,0.1977004286049766,0.0009504257065862804,0.03627781551475636,0.028904943664750465,-0.055511158381753765,-0.13578353741767768,0.832826238745246,-0.0731765034497244,0.050447643416876846,-0.307502136251885
ACH-000538,0.09505542248129618,-0.0016680114151541826,-0.0947669308182596,0.08303523434777742,0.002473163357493209,-0.13442525736899705,0.034530532077806826,-0.20991025512029324,-0.08792892117992185,0.16991464534668377,0.06461083730201382,-0.034264790643092874,0.16433524002810684,0.0026437853152868978,-0.08410370714950288,-0.1180591177877063,0.2305238970412339,-0.05927997139141936,-0.16867286679344193,-0.0023321809626918456,0.14107453565527547,0.022135663759666954
ACH-000672,0.023572027794997265,-0.11866810902400268,0.1626498815702818,-0.01802201795730874,-0.05510849133374414,-0.19268616628983143,-0.11663446891589827,-0.19372787650123185,0.08615725106446356,-0.10198256683837753,-0.21662858006299177,0.09694535495686865,-0.04486956375362172,-0.049347325687276934,-0.14215119513389354,-0.14975344515542907,-0.15307143035197424,-0.09453058206328444,-0.21138221386237238,-0.11174080312150562,0.02517928412008613,0.1358804998790258
ACH-000882,-0.037184951030802084,-0.052605795735538155,0.04134743807504393,0.006687892017479091,0.8613583343749524,-0.1393443932649405,0.3073623561667546,-0.2798747381688141,0.40557940282830246,0.07578828435355305,-0.34183412396195917,-0.01732103140171417,0.07595491407309898,0.04022366473099677,0.010852900935554289,-0.09620685715820383,-0.14712672808741253,-0.035473010744615056,-0.16002334707430024,0.01442474211114337,-0.1872818140259872,0.0546658093624961
ACH-000650,-0.1399120229529445,-0.08287133355194162,0.32077636428150463,-0.1332101884225773,0.9874761683076402,-0.19057970976176467,0.17656315258667576,-0.3150075073596047,-0.07302711694911948,-0.014466209236789858,-0.13158127672115053,-0.07304841587738027,0.0750440593080533,-0.07623724279941446,-0.13746328465909838,-0.13555885661446418,-0.0023353461018451134,-0.14762942341163726,-0.11834671976503383,-0.05343362040607495,-0.17655809969362057,0.11512999320766927
ACH-000550,0.1234408177518372,-0.15675284800901856,0.07354175291608726,-0.022032773952871544,-0.12501632260674017,-0.1381371381593253,-0.0842485551092498,-0.20127198752950046,-0.07437106141305713,-0.08990275863006654,-0.42333628658135447,-0.05386725471223624,0.10144028805894532,-0.09750330038510975,-0.04849141081341354,-0.10877196318779159,-0.0006715229845893777,-0.08086705404336098,-0.1831039719636427,-0.05524365605275518,-0.1804045506274996,0.4341971993397084
ACH-000966,-0.03946945519514663,-0.01165196412988227,0.0275919412801295,-0.02800040419873844,0.04800689964120843,-0.1565485406164438,-0.05142993004340408,-0.04838155405663871,-0.12553185674567927,-0.09801531538914147,0.25675493017659057,-0.10960366273552836,-0.02231429608985797,-0.016018502870716916,0.03291437532262098,-0.1346222384822053,-0.07770257695024212,-0.012090728030783931,-0.08647889851687146,-0.05379525667680921,-0.11012341861312584,-0.012893934858462056
ACH-000919,-0.028606312691193885,-0.11822963285013363,0.0006805374123238173,0.05898463778231313,0.06685002933341355,0.0786110621147511,0.0062003587615205285,0.49586289717690235,-0.09606587887399648,-0.010811698344152491,-0.3845605483628382,0.11155285125586344,-0.034369720428664347,0.08077282438177856,-0.005466747964539037,-0.08244340946777556,-0.25255172023830386,0.16065641447214116,-0.1347440757162206,0.08227222032319864,0.041916523842974604,-0.26243308598808046
ACH-000310,-0.0528098174904632,-0.07826119562542938,-0.10087138803419586,0.11209997831181459,0.35003649461110836,-0.18800280980714856,0.0065404553698337016,-0.3740932921440047,0.06434675184658264,-0.06233882357377175,0.07156701177829057,0.032400742754609045,0.0732059481574211,0.03299909928319183,-0.08445943437014947,-0.04602302521807971,1.354418217156555,-0.0768802808777242,-0.14785640611968037,-0.08712427102559776,0.4701644957336538,0.018568312204833907
ACH-000512,0.014267005947028654,-0.0642746868188349,0.017954173498084026,-0.0013762410935482272,-0.006271351939759403,-0.16391130762391928,0.12501608419695148,0.09705805817768938,0.7004933144543201,0.042994007587379646,-0.00014994535251118215,-0.08724914624940824,-0.01124537359461805,-0.1545962888084914,0.08363008954432599,0.0872056054648256,-0.2460383221233821,-0.08758903457749674,0.6995767138891412,0.4256205396600006,0.2810651151653416,-0.5474603444662538
ACH-000629,-0.05048754825461753,-0.1277748556942914,-0.14310575311932566,-0.040881946574734374,0.10612791829621203,-0.20129929483471445,-0.16421964621110985,-0.3785589519261088,-0.14537687320036907,-0.10278134973379184,0.013161063668662954,-0.12776397504757672,-0.07205219609770233,-0.05594134542579107,0.1234188256215143,-0.18308514831298192,-0.2541980179883154,-0.19626715284631494,-0.1875235521467198,-0.12567182565004287,0.206135339011452,0.008443676255668775
ACH-000915,-0.06850813387850872,-0.1789308948287888,-0.1781715129013764,-0.09446641056688944,0.7664359136631904,-0.1843119242301484,0.10527368183425137,-0.3415662527859715,-0.13955093879205718,-0.09183161347432102,-0.3722648696448457,-0.15430539771436874,-0.08140299996623214,-0.034386813328178174,-0.14653154954137734,0.026724437706472527,-0.22468348186346732,-0.12827411800503657,-0.18773853586868094,-0.12815762426517258,-0.059728434612527664,-0.018756211291803406
