,MEblack,MEbrown,MEchocolate,MEcoral,MEdarkred,MEdarksalmon,MEfirebrick,MEgainsboro,MEindianred,MElightcoral,MElightgrey,MElightsalmon,MEmaroon,MEorangered,MErosybrown,MEsaddlebrown,MEsalmon,MEseashell,MEsilver,MEtomato,MEwhite,MEwhitesmoke
ACH-000823,-0.004710682916799165,-0.008003562112612383,-0.0016758986631893302,0.000632828881377575,-0.006719302307234961,-0.002857517589068648,-0.005747422678124623,0.01812342012242496,-0.0002716350629041304,-0.006975426146042925,-0.026946489729842166,-0.003301257142343025,-0.01338920856348537,0.00020313396818335332,-0.005607155096582493,0.003680914330892101,-0.00516126025233697,-0.0025378708385042016,-0.02365984712177631,-0.0011013810157811524,-0.008502140046771021,-0.013341914969351784
ACH-000855,-0.004258678006599319,-0.00886728368233154,-0.004910302150608506,0.0011220410530006224,-0.009329833392894315,-0.006255544812791638,-0.008708268185044384,0.024608038859247918,-0.007562880662357109,-0.008700951261607609,-0.018173193533693722,-0.006544776625539279,-0.0034758869931831612,-0.0028957305506421265,-0.005358497424290165,-0.004319729198686434,-0.018556247738434024,-0.008810045202819526,-0.017409765323339915,-0.0018453114799829942,-0.004178134642553032,0.003848151846522027
ACH-000693,-0.007943148884426687,-0.002620756545827827,-0.006504396029440231,0.0025099846630164567,-0.008794672331118266,-0.004260150191816143,-0.008534500565189397,0.010014836962720429,-0.006395881007590734,-0.008266964951976544,-0.006425078529148301,-0.01083556384523996,-0.011936432734862792,4.5785685504028436e-05,-0.003837535210514912,-0.005645401976588562,-0.016743097832628947,-0.009625500276365016,-0.024197866415348556,-0.004841303326873421,-0.011312058054778652,-0.011620847444976363
ACH-000873,0.0019319474793249745,-0.010054189665930883,-0.002229078545241535,-0.0031354040241913703,-0.008851129339348859,-0.0046731136574112335,-0.0028653404801581234,0.016774566363737545,0.00015103571346839886,-0.003823988837653145,-0.04468673273712999,-0.002136631906790684,-0.0370229329000851,0.00043258098941214754,-0.002051451367778468,-0.0029122053651908395,0.007334336577392153,-0.003108264514621645,-0.02629518329626352,-0.00386992130131409,-0.016262534090488754,-0.018117337850989436
ACH-000777,4.259180557213268e-05,-0.005442153016757019,-0.00047313493279431813,0.006224580992463928,-0.006231158521887926,-0.005688961054623228,-0.004556115439710661,0.05071164574895881,-0.003030339626918388,-0.0015319331817630968,-0.027403400227163477,0.0011912455264088758,-0.01102092721043609,0.003222301313778504,-0.0031942885388630614,0.0013344537251304604,-0.011125500445051105,-0.006909511144409817,-0.010437223538916369,0.008616146426120064,-0.008882925889144003,0.0016128629686165932
ACH-000809,-0.0051900497181202754,-0.003892375010501251,-0.002388672191498858,-6.0031704660940684e-05,-0.009817366131894293,0.0031455472703205128,-0.009188810936461027,0.019634750601216916,-0.003061859819917697,-0.005684919174508479,-0.014101190898736416,0.0006427462387299446,-0.01868892318448805,0.0005945907949822035,-0.004261904909147702,-0.005006439597156865,-0.01713686007192525,-0.008805330245129724,-0.026209191977915977,-0.002970530678901148,-0.01333190835535089,-0.0059958173007500235
ACH-000865,-0.005650560763957132,-0.004994887312853493,-0.0034069928561669956,-0.004861314410218703,-0.00845192504791804,-0.00440631553227063,-0.005900323261040636,0.018793916382237506,-0.007577017414194774,-0.0076698970470387064,-0.0007027154175145274,-0.009087523759817109,0.007206792450722331,-0.0077596751678808175,-0.0008084334131418708,-0.0010605528424648758,-0.00797187230974116,-0.006421112218984103,-0.011711491957449955,-0.0032811125074858447,-0.00027591502660881,0.001552179292985389
ACH-000824,0.0017499104555829543,-0.006717154952016716,-0.0029127544625613244,0.0018751430199103452,-0.007992772398884948,-0.004077005228421496,-0.007650055316033022,0.029064140222973472,-0.009187077714795813,-0.005856693415150816,-0.019667927211023655,-0.0009702503947465943,-0.017468570223187777,0.004156309196317842,-0.004868586632684525,-0.0045060810633732636,-0.018381238162749974,-0.009041743213014024,-0.023558981400087414,-0.005162595550567991,-0.00959939554020098,-0.013544689878970811
ACH-000637,-0.0009329424861188713,-0.007767696936987993,-0.0020464673807511938,-0.0053398284449454715,-0.004752194477554828,-0.002984479809542375,-0.003314061313523848,0.016679113866562914,-0.0025820347066833615,-0.0045266029726726865,-0.03625728217874828,-0.007675070342968941,-0.011836801312663403,-0.004571906866791067,-0.004860591786256389,-0.003077625692067528,-0.003805712286852206,-0.005422910120129475,-0.020566949251633004,-0.005611763804459405,-0.01687673666943603,0.00853313310978616
ACH-000784,-0.005226337072822435,-0.0071417381203671,-0.0016300853675453844,-0.0026359200335077755,-0.007368330556629634,3.931032504138744e-05,-0.002526547612221218,0.010670164378682165,-0.004952105895820705,-0.007667707449701021,-0.030560721942591743,-0.009201860153295384,-0.015295363429957949,-0.0010717403629613327,0.004405212789243425,0.007758543586286545,-0.00467812576299983,-0.0004195399590456194,-0.021099908628681215,-0.001926185920960262,-0.002134542248651661,-0.004837938585978013
ACH-000702,0.004766523723539194,-0.0017091717511013708,0.0038980081059551155,0.004220610782818655,0.013989974544455514,0.004878005345705712,0.04187138661283888,-0.01867757721759397,0.015225049007161156,0.014869784794150142,-0.015731117991301682,0.007446985628331332,0.027241913053617,-0.001993346718639406,0.005276508858624516,0.021146708902781072,0.006809806936100594,0.010255505265497702,0.04425034639006441,0.019138179878989088,0.017997323660309553,-0.020320693159568835
ACH-000685,0.0018884569131760248,-0.001914679019061236,0.0005174416913108633,0.005719040869439299,-0.003855947290132548,0.0010388714247359229,-0.005548584789127953,0.02988890266865668,-0.0031399590929196528,-0.006751177974955215,0.006986518293254819,-0.000941839293403897,-0.009093853145588231,0.0008322813513105192,-0.004438351872063574,-0.004449595377304177,-0.011424169828371997,-0.006751609918126661,-0.005555107933528098,-0.00524842513988597,-0.005615969663192178,-0.012462299741308422
ACH-000183,-0.0019354014284060392,0.008451119011692222,0.015065819709729446,0.0004517754049708526,0.0010554574941185424,0.010633797918882698,0.0017501160842652702,-0.02682749030492172,0.01817046607824982,-0.004332483279563821,0.0290895879155728,0.0010716408730391293,0.05206028785539072,0.0100260000777935,-0.0006638128384704656,0.02693976092926806,-0.005301886672579464,0.012890512951525598,0.04704034484718108,0.023697271153611296,-0.000184519067292973,-0.02156443793531094
ACH-000754,0.003283613336353081,-0.005981934099380846,-0.004630108315239687,0.0014019707435365028,-0.00837337059642689,-0.001400535334166465,0.0049712366429581975,-0.031347661967250404,-4.7232752238573235e-05,0.00014706773645399292,-0.01905431951543424,0.002994731808451421,-0.005952091857625573,-0.0007007997306495217,-0.004008124144522522,0.0012308235010681603,-0.013060644856631004,-0.0007025986218468408,0.02299355658479707,-0.006145555935649155,0.0048257280689434166,-0.0455514348173562
ACH-000806,0.0025640453637021227,-0.0047051523275088375,-0.0032847562586526447,-0.002471563222671118,-0.008018750381577478,-0.0008398899621562811,0.0022829631988948614,-0.030730012790130046,-0.0031398914712032506,0.016508222633044894,-0.011586438021050778,0.008297960912689382,0.0038266797441825736,-0.002585990975171904,-0.0047396903557923725,-0.0019405287355755464,-0.009054852482213929,-0.0047353858203947625,0.03879287301442346,0.0047783805070480915,0.006264001735865352,-0.0357402977154219
ACH-001111,-0.0028867156893429653,-0.011561645255248517,-0.005249735100318415,-0.008707616856388321,-0.008540053073109125,-0.004866504236470486,-0.004254261964896262,-0.03490931998499864,-0.009326961764195993,0.012925839101999986,-0.035640988241351416,0.01593923841919246,-0.06408842433435291,-0.00475012314253884,-0.004945415252024591,-0.004580772321266762,-0.022986862500336828,-0.006637686067706455,0.008657629045527979,-0.0025119514401184782,0.0030349476536609887,-0.06440846623185256
ACH-000301,-0.0017492226186015631,0.00390210729348597,-0.0012483667058713307,-0.0006145216934175797,-0.008534303119909128,-0.003340941785598455,0.1870143669431725,-0.03024595858566562,-0.0029060918792042285,-0.0021955037819666816,0.029902903531331668,0.004647288295348418,-0.007396138611175638,-0.0016507311174207083,-0.005285669972869609,0.0009301963180380287,-0.019334308801770485,-0.001986917556595198,0.04675620703688518,-0.002122131422235501,0.00809219051953958,-0.04449865843754588
ACH-001354,-0.004780689650874164,-0.012858011568512134,-0.004794521601319356,-0.008616873138455333,-0.0020212852863815954,-0.00211062199757945,-0.005840407595494065,-0.024637601191596734,0.004522756060876253,0.0015729668878449459,-0.04210835295828591,-0.004435845090611049,0.013186489633076401,-0.009116214564436476,-0.003360705054483698,0.004850315081649957,0.06750448415723179,0.007369823607248804,-0.02389759592229264,-0.00257658295977738,0.013370045567544089,-0.01768163256128744
ACH-000705,0.0017551418395903083,-0.006375521455207857,-0.004896518607278106,-5.890970602632991e-05,-0.006328665214406668,-0.0008461487505502359,-0.006789684157205678,0.018271119351414514,-0.0009130194632023539,-0.006186640671155685,-0.02363747772384605,-0.005780404707678968,0.006498651994179074,-0.00040082234769773953,-0.004263035076650319,0.007741170393309077,0.0021813890873321785,-0.0028604026004070008,-0.01769405775021391,-0.001829382834850758,-0.008933037513514298,-0.004696965016802155
ACH-000627,-0.0031751032833064303,-0.0076276111213912845,-0.006807156368364958,0.001206535739877955,0.0007942173387482763,0.0069634158370288635,-0.005687220595832084,-0.0015955848111846387,0.01302650031802415,-0.0019806329587477296,-0.0266781634165879,-0.005872745087950703,-0.001467206540661066,-0.005593751775839868,-0.0013331401200135185,0.0073331792273942055,-0.009110812442372489,-0.001124706383879468,-0.012315667842788256,0.00024206381549911614,-0.006202143869119999,0.033786691026008786
ACH-000596,-0.005018284328884639,-0.006464528367914501,-0.006243598799413381,-0.00502469153314504,-0.0073651364898025965,-0.0058182817166882545,-0.006709436413514697,0.027571932286934768,-0.0079317283418876,-0.00907171342821569,-0.011999807033445572,-0.002804063219118627,-0.00670827410103621,-0.0049047302193079905,-0.003340131381727425,-0.005797742164320529,-0.017040721194747272,-0.007300039175351281,-0.01043077956289155,-0.0027011139882626386,0.00260852079921134,-0.002000789348976256
ACH-000471,0.0025238052382849188,-0.008586124874150227,-0.003023834259726998,-0.005203221920638475,-0.009699002685993543,-0.005261538566776165,-0.002323933699382774,0.010884272023996952,-0.00597846894908814,-0.00601515904158625,-0.026230772396915843,-0.009512576989605592,-0.003528124011242706,-0.004967393928843946,-0.00449325325101418,-0.0007871095574073625,-0.0009579917413403625,-0.0063703007309579155,-0.023089606531285382,-0.005113446231098864,-0.01183353869302943,0.010386545046663706
ACH-000769,-0.0041721619220338076,0.004196751503658175,0.0020681226778200006,0.004261982639191821,-0.00718711825477816,-0.0011143260460511498,-0.008780587925123996,0.006121632527445053,-0.00665386220617405,-0.008676848671832693,0.02888723056925866,-0.007735931389246924,0.007104964613629629,0.002160572832747137,-0.005831824266778129,-0.0033266087620421707,0.0067613724196022625,-0.005965746656066593,-0.004884988469423165,-0.007524423789430971,0.00405120171981085,-0.02052213731413141
ACH-000255,-0.00024213170286076962,-0.006081529427703683,-0.007881974339627361,-0.0042096516029211635,-0.009256087159206219,-0.005725209226988943,-0.0077778121102860575,-0.025076307174794758,-0.010171169663902009,-0.00840012730033787,-0.02104431122725595,-0.008836840248858653,-0.00017391023793422863,-0.000385062323144029,0.0002587578737966782,0.003004861904457722,-0.02105663601311631,-0.007818444615878946,-0.021133892696806142,0.0038663640097344517,-0.010948678223974653,0.02926557681919014
ACH-000819,0.014165417989632039,-0.005529726550996745,-0.0035533632255188986,-0.0042589980160041485,-0.008484773291174672,0.010957475388888556,-0.005777594691459065,-0.016021768179510874,0.0037285018527921385,0.00045514992990913826,-0.019829763658466715,-0.0035122345500307344,0.023974062881246157,-0.0023613873334040352,-0.0010709039358126394,0.004405397285365322,-0.0036431784642153102,-0.003958039279308342,-0.012153220887153418,0.0076749445700148465,-0.008328279182058685,0.03104112610881983
ACH-000328,0.012357034850728255,-0.005618285690900171,-0.0025527822275417836,-0.004285645715269109,-0.006991297436021304,-0.0022429068377634895,-0.0047492391826175475,-0.009589819517992253,-0.004340509970568949,-0.0035675819739727963,-0.02198028891977857,-0.006873714859661139,0.02281809050756425,-0.0008802931155757202,0.00587227392788907,-0.0038468817843126824,0.0010806395575322415,-0.004010913513072476,-0.011130972886183883,0.0005489883445290913,-0.011859322946145884,0.03907323861422372
ACH-000595,-0.0001545456158101858,0.00044819919403712153,-0.002131924500136477,-0.0011741549037377432,-0.0062070567994446345,-0.0005475674072601066,-0.009109140425619057,-0.021261124077458993,-0.004387382915150856,-0.007160991752278491,0.015581156814770528,-0.004475455762154796,0.02279255032684797,-0.002105868704674571,-0.005455142113065725,-0.006599361613672559,0.0001439125546643471,-0.003975722957180013,-0.0035494650559692808,-0.006434046512567214,-0.007146709403238304,0.03971707297029181
ACH-000591,-0.003297250385475194,-0.005237569225794055,-0.001286098943643513,-0.00164639509416521,-0.006808843226308733,-0.005248127831366978,-0.008429059970635096,-0.022964450794907575,-0.006446736916967386,-0.007172402070900331,-0.020954928729818165,-0.007708996817765944,0.010440387983482392,0.0003881796126444386,0.0009894215219784222,-0.004405043057332961,-0.0033182749926859417,-0.004134509486021309,-0.020396559404180312,-0.005115169437487951,-0.01317302661364943,0.048163234750066196
ACH-000128,0.0012492431953347852,-0.0022252901850843714,0.0035070736641429658,0.0018944685368646056,-0.006280435143281968,-0.006062954292679729,-0.0036238645679192243,-0.006958485055359474,0.002347286325522108,-0.006458252075324968,-0.02179150275693172,0.008290955769874705,0.02932613950583796,0.012531573917188663,-0.0025709766791345897,-0.003863808059130256,0.02099095057115842,0.004737603448748418,-0.015157201997837568,-0.004405134697342946,-0.0021473871142930535,0.013694483112253446
ACH-000634,0.0014239922664278876,-0.005403242930348103,-0.00580244605314914,-0.0048831343318556306,-0.006045874259989504,-0.004937477034673203,-0.008466823826554426,-0.02294266706124238,-0.002244521348441706,-0.008083896556732216,-0.014766071204956916,-0.0004540635773685458,0.015460984406025195,-0.004061885092673773,-0.0013864495467604497,-0.0042967642679712925,0.0006984422337216084,-0.003784414618301818,-0.018315112420130123,-0.007303119832724916,-0.00705382499365367,0.04485807050098472
ACH-000215,0.006347542067208004,-0.007454364945239828,-0.004545330107038701,0.000449871450068957,-0.007938385357265664,-0.006003667252121207,-0.008196165924660884,-0.0244343147798621,-0.0005360876093085202,-0.0064878117089385515,-0.02713535879611112,-0.0038084131000575222,0.005611080761196886,0.0042845759046568465,0.002858857124101187,0.0012873446527460084,-0.004585344477667795,-0.0023204098322923273,-0.01734711343501131,-0.004252513813990743,-0.015545075259509437,0.039736634286595796
ACH-000455,0.009105677566538921,-0.007529088572680433,-0.0005374725175479709,0.003537678944034231,-0.006453907414738935,0.000934472852634844,-0.007929825000908764,-0.016204000141460867,-0.0031382209271811987,-0.008515884699080926,-0.032589850705584816,-0.005923107059385908,-0.016088675579666773,0.0004449648733823817,0.002792468380713419,-0.004645249308846125,-0.010675629675417709,-0.004550300464810645,-0.025392684164500298,0.004455608358143881,-0.01966124350850665,0.008114562794816758
ACH-000673,-0.003374254530569618,-0.0031102802605230935,-0.007493150679525816,-0.0004225959050052659,-0.0068389057103319835,-0.0008465855105833403,-0.009709137458866451,-0.027734185029666653,-0.006280861509479372,-0.008560614300612019,-0.016497636991426385,-0.0010937354209198146,0.020054945611938237,-0.003605724259612565,-0.003656056640375566,-0.0022164844606861254,0.00033658532270198946,-0.005886632096893427,-0.017864160576654346,-0.004626916721224135,-0.00951512311241333,0.04123038726821787
ACH-000676,0.0030989072432275853,-0.006566192010930319,-0.0070624834679354435,-0.0022326415656118803,0.18634963527764686,-0.005797624534815509,-0.006131988482364146,-0.024674695299954478,-0.004821997182640456,-0.00789406202257243,-0.01526066013321161,-0.007509043092466351,-0.003081571945411035,-0.0024846407130396974,-0.0034544529513608423,-0.004198989531518733,-0.011522665081432263,-0.003230366191163208,-0.01592659065077797,-0.0017218324048580258,-0.0035959604053270935,0.014801611059836026
ACH-000977,-0.003311151862363714,-0.004395057939734568,0.020160122458158517,0.0015670676752600682,-0.0011771220945863195,0.010293260894328575,0.0023914314351936397,0.03225701700121343,0.002374446481308369,-0.004823612945386517,-0.019316073563803063,0.00014532002260425985,0.02407787201669226,-0.002886891447906383,0.00366397149090715,0.000769177343375903,0.010730261506711669,-0.0040448486119225285,-0.004327593539148928,0.006040120114139962,0.012549409203751433,-0.006726418246744606
ACH-000760,0.0011086893199373574,-0.004489105326514453,-0.0021811955050823274,-0.002039433498479857,-0.008330029770835305,-0.006602915996972093,-0.006892898155756164,-0.022784637377713055,-0.0019369602808176978,-0.0034035838802318943,-0.017435374781427124,-0.00564686685651635,0.005705562351328536,-0.0013675343122776093,-0.0036215783448787457,-0.0029075996121316226,-0.005610743753120391,-0.0028435378856583827,-0.018077132403499476,-0.0018741137645181703,-0.014477748012273433,0.017404943510404672
ACH-000104,0.0003730329656865521,-0.0029346865624040857,-0.00492318344809086,-0.004514983128034756,-0.0020736202908159013,-0.0027869678992880737,0.03717468143493762,-0.03314352879133356,-0.001838679616931822,0.12434646061319037,-0.01705860478823855,0.06228817401022861,0.06264918978519414,0.002137887096304808,-0.0013696509734702834,0.00614623340525489,0.005348072540390481,0.0012487834608848425,0.06807124252437183,0.000606732895444585,-0.0096054241110582,-0.025934265734380565
ACH-000176,-0.006510279314885691,-0.008022708061848979,-0.005370543518731219,-0.004851621785137983,-0.007424423918220972,-0.003224095722377766,-0.007272369739027633,-0.007703265989925453,-0.006625746222960651,-0.008591597646326585,-0.02356674445244819,-0.006088414318244849,0.006061768013469064,-0.008040921578795598,0.010423704051008504,-0.005176916749438156,-0.006342761163792349,-0.007294786076346189,-0.01823466793036618,0.0003613151891213047,-0.011318962225197007,0.04109965640894821
ACH-000950,0.006517460803590971,0.003174495941393998,0.002501020088769497,0.004339028535511834,-0.008135816335438247,-0.005760799532562718,-0.0015088882522483228,0.03763875544915216,-0.00494452384934612,-0.00516787439125466,0.025939575051269138,0.00042006361017498495,0.0011991800738225943,0.006175896105676158,-0.003052665220844516,-0.0034861565233865965,-0.006244621610735956,-0.006811097853129302,0.002788870637216793,0.005371075899757845,0.004332956066345249,-0.015524686374368093
ACH-000750,0.0004465508088303204,-0.0070293813166121604,-0.007800467121938438,0.0015910542104975818,-0.0038107634008410904,-0.004702523075958689,-0.009055862453840942,-0.03195868356053555,-0.009724363181098164,-0.00956067894673744,-0.013007273024600073,-0.007241501395080581,-0.014783510856611271,-0.0008696656567532472,-0.004785069204321259,-0.005883384862851743,-0.017511127292620745,-0.010136081223137238,-0.017225504919820573,-0.00438541693759043,0.0019039787126570072,0.008382040369230358
ACH-000204,-0.00040188398896919345,0.00500094797288796,0.0013524100491845402,0.0037000303882832805,-0.001702289748373647,-0.004633679519162216,0.0035821584170701148,-0.02604096524310728,-0.0040199919203916966,0.010588125105063968,0.02100910805714193,0.005079291209852056,0.021691146858328302,0.004088469629892188,0.0010184259147863913,0.004590619963241768,-0.00749538674476187,0.0006242107343079336,0.05421824080567939,0.01969839758934994,0.005892602747734492,-0.021348331137316642
ACH-000252,0.003999021174820039,-0.007205154220007302,-0.0003933082652530538,-0.0033461496009324922,-0.005624734591802455,0.003943471323833734,-0.003434014630308678,0.06136243718525035,-0.004787637200582475,-0.00693232250943614,-0.020029006929253627,-0.0057967437958429254,-0.0011754902390898232,0.0010548561803313636,-0.004295611632056082,0.0020808674596788095,-0.014146665897611765,-0.0007287563125872174,-0.004078422813424638,0.0022217307410101143,-0.006078323349960337,-0.015439076079545496
ACH-000501,-0.0009775688125553276,-0.008579769872904921,0.0031896021153816744,-0.0011646944957637046,-0.00448419930024323,0.000318381293315658,-0.005169293959269181,0.03299756084737004,0.0021969954988488643,-0.006460353174978026,-0.035397233461119636,-0.004156239801413522,-0.03326281758131286,-0.002789109443403856,-0.004179361687890538,-0.0026472612777451838,-0.01859939615505451,-0.005106295948514668,-0.02470782202592676,-0.0030583129590525835,-0.020056532704687213,-0.008876839790803307
ACH-000957,-0.0028079979310587475,-0.006201617508987437,-0.0079784856613454,-0.0036754188624076914,-0.005479530508899131,-0.005518594114951643,-0.00701085761624257,0.051880110406113296,-0.008698513474770898,-0.007084819267802233,-0.018649255659169223,6.469742930003593e-05,-0.0027872726984906203,-0.0031796615084806737,-0.0036806000421868925,-0.004034957963407933,-0.013965436459758226,-0.009219023071862493,-0.009282496014498424,-1.2055901335004999e-05,-0.00393613711400849,-0.013960113114194905
ACH-000985,-0.0048340307193286405,-1.140432712362143e-05,-0.005152733568587139,-0.00041477227142192047,-0.007120399094279839,-0.002564499497046536,-0.006052208497150245,0.04115306227921487,-0.007266845910184472,-0.006707837310689958,0.02094924988598469,-0.004347753019210141,-0.0030123355366451394,4.6080275686560934e-05,-0.0053151722447100265,-0.005516432648678774,-0.01087351481657722,-0.0042518672375540375,0.0011948321949328264,-0.007629707226538184,-1.2988699469525308e-05,-0.020864092486728558
ACH-000007,0.003281784657450248,-0.006820068471866598,0.004930192904779635,0.00273438019574998,-0.006826467484877042,-0.004542078986335111,-0.006811783434352033,0.05577659560900582,-0.005402691603745554,-0.007848042689595408,-0.018928871501317078,0.0004853765594396902,-0.019499760027166666,0.006728564293107675,-0.004426544190930617,-0.00503040495542614,-0.017893977696452335,-0.007138169038469034,-0.013072633176339853,-0.004988739230574482,-0.005919157904267519,-0.028596533336435134
ACH-000438,-0.0020611392065753953,-0.005511597820625376,-0.0033876092142090114,-0.004199955546910353,-0.008368743818492223,-0.004940301547024054,-0.006306579444138674,0.009238796917521473,-0.007610141440003628,-0.005280769513807751,-0.01680382671885328,-0.005719147669406722,0.00453885598543809,-0.0027290564569702326,-0.004126092827603833,0.005239379464961238,-0.01955196039874767,-0.005117227600763029,-0.0163939386907799,-0.002838039081007573,-0.00831029008829654,-0.0009647591922309664
ACH-000444,0.0016894652590802106,-0.006073168756942048,-0.004487564802210886,-0.0019861639397887767,-0.005969160647216732,-0.0053499942023757935,-0.008318767373042105,-0.01698242484085747,-0.010358206595555619,-0.008014895916549837,-0.012496516521419067,-0.008826571103866242,-0.00037033145749204837,0.0022146426633971633,-0.004843534705238044,-0.006288094805907146,-0.007105290977616988,-0.009032095610084664,-0.01742090662340339,-0.005719613536484049,-0.0047304210654453335,0.004354531002441637
ACH-000390,0.0012429301114185475,-0.005795568312931661,-0.003056959154294708,0.0011013528243023697,-0.00762484616150015,4.3995511600202585e-05,-0.005153515339349731,0.04109739410393712,-0.002244247894412468,-0.004957463429398042,-0.02671832845270841,-0.006628281647632571,-0.00447695843913715,-0.0033897224222512886,-0.004766406018414175,0.001762083429120048,-0.007802903454762241,-0.008413530744576748,-0.017835800259240968,-0.005790489810771027,-0.011482295850248509,-0.001390237932888271
ACH-000787,-0.0005962165157961994,-0.0065776912213333025,-0.0012052722423521573,-0.0007678290270358581,-0.004388528191567802,-0.004239338783135837,-0.003791077804170973,0.005982819947831619,-0.0002183705481202284,-0.006107348753206711,-0.024502218158213716,-0.004833995583284579,0.020160955496591318,-0.0034983466759139275,-0.004827300988866054,-0.0015873293372959437,-0.0050142481556632625,-0.004136608587617557,-0.0031072984622765656,-0.0014454830654891434,-0.004833202605327152,0.027978095064576776
ACH-000152,0.0007320409915303578,-0.0066049123121870645,-0.004068843665473498,-0.002493982589246386,-0.006703834704771897,0.002088726800612055,-0.0032996544469074546,-0.025012326063798024,-0.00041852792483995627,-0.006947901856724992,-0.029031725423422153,-0.0038278136022915354,0.007344778184515346,-0.0014878191002270934,0.0062802649320152105,0.0007887212268649109,-0.009476545031115507,-0.002417959990280616,-0.02383522885911541,-0.0006809090188563967,-0.012818758669905483,0.04847295042818676
ACH-000602,-0.0007390756105105831,-0.007201975745433062,-0.006645551198525495,-0.00032371120529502313,-0.000721624253579129,-0.006132217054707419,0.17514054596212375,-0.0321490547421925,-0.005991010945816994,0.002232616129174753,-0.010927867249831217,-0.00016907144803157074,0.016842243425029203,-0.004267503673526042,-0.003088745440870838,-0.003907447945900767,-0.015616559787536196,-0.0033309249117617658,0.03549609862422801,-0.0030577330728124496,0.00577406524919609,-0.04085872969132272
ACH-001119,-0.0059048480403507434,-0.006804973141823618,-0.007183433406287617,-0.008946638787840668,-0.008867931205920429,-0.004880510750323959,-0.004211561023261208,-0.037095749965221886,-0.006442933708115845,-0.0017850270995093862,-0.013475071343312797,-0.01194190536185273,-0.056970477313096256,-0.009384222744642824,-0.004299078925634952,0.011539530548284094,-0.019212712989730707,-0.010011988337186518,0.005081246764451113,-0.008392805089506865,0.009848403650996136,-0.05571572787978999
ACH-000477,-0.005909549471040146,-0.009442501385479238,-0.0024497840111456313,-0.005220067384585663,0.179234232268942,-0.004634737670611247,-0.0036827688479732974,-0.015749873057441428,-0.005644348234104432,-0.004658303586221794,-0.037264835729732174,-0.005905469590941131,-0.001871922365029015,-0.0015635844096591543,-0.002010575133067695,-0.004320969851975862,-0.00020137698167984754,0.00456055151146611,-0.013346331234386785,-0.0016124028730024962,-0.011717304652684663,0.020729064925839553
ACH-001356,-0.003024195342603672,-0.009785006173714602,-0.004551070358919476,-0.009558062550863219,-0.008052932330929876,-0.002236933576690706,-0.006367546172955391,-0.023784660270657416,-0.008227964418779241,-0.007641440786228159,-0.036711406552476025,-0.011270096919816154,0.0015660999192750795,-0.00786298342535178,-0.0027440249797645094,-0.0048489563008593545,-0.003221272639680679,-0.008349943837629631,-0.022099454951690353,-0.007021527382477121,0.0014623720653031134,0.03862842658518698
ACH-000583,0.007022709935865103,-0.007479738216177192,-0.005838105037306302,-0.004652093378791511,-0.009935789764147369,-0.004315535277003146,-0.004771487367988163,-0.04764004042871885,-0.009462639690840312,-0.00373735149115493,-0.010264819179040355,-0.0033063695447785742,-0.00011399152822801088,-0.00627376503779283,0.01331295550980968,-0.003258303058990719,-0.0180728236032697,-0.0066946960145199165,0.060296955911693734,0.0037053610759972843,0.0032189622694624533,-0.0686313606931
ACH-000796,-0.0030460272450482904,-0.009899168370742634,-0.007245678799894307,-0.0022853980503709835,-0.007744720529723505,-0.005895668244718234,-0.009595399013317513,0.026080238115967717,-0.010936310019699219,-0.009499134039331947,-0.024110231905034463,-0.010588678418779604,-0.03590580616229379,-0.009309186345036892,-0.004812510334874312,-0.0064734419097519915,-0.02584231672014627,-0.009870409600659208,-0.02709412869922082,-0.005790743642327131,-0.008758787700810131,-0.0062447252062279544
ACH-001550,-0.008216704539406651,-0.00857956385175649,-0.008642917093158693,-0.00961296912827687,-0.006170883865707087,-0.0014228288849247599,-0.005420845940656505,-0.015120506381522602,-0.006878313632030193,-0.008524145238216988,-0.031503034541974104,-0.012390127521497681,-0.004618052921970663,-0.010014943515876914,-0.005383795059295833,-0.00638108316933116,0.0016850391752452531,-0.006119707073117021,-0.019043541174038517,-0.0107022553856715,0.004298777342846185,0.03691316847582747
ACH-001552,-0.0075127199082902114,-0.011106172915658324,-0.006376313434423593,-0.004940928227007674,-0.006038774274529105,-0.004235810502319348,-0.00370098501168538,-0.01723940423584531,-0.002993875802708196,-0.002797889387054624,-0.03642630107766738,-0.010719079265586214,-0.016196609498649123,-0.0069691053679398225,-0.0026996272849939555,-0.0007147395761118827,0.0032303646240019776,-0.0014032286852973734,-0.02601031282034708,-0.006806795620512192,0.004737793328693367,0.022230384632363445
ACH-000019,0.002578221340576236,-0.005508874978117464,0.031759098898185664,0.0010629934751665614,-0.006512993816098636,-0.003235549918407813,-0.008313703648792442,0.026467543405862198,-0.0019074093550048763,-0.0046792009039039635,-0.018633680207409017,-0.0025227851924265188,-0.0033973199202790585,0.002537059250212999,-0.005124813512422448,0.0020137504058177227,-0.007488347898829512,-0.006594158130171035,-0.020353631153572888,-0.0003045992192643212,-0.00034446096035293297,-0.010697394102040823
