Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
ACH-001270,-39.92118376531754,-14.097610328908056,-41.722533998741554,32.837808528392735,-26.4197102004188,-14.136089000890172,19.70539478332779,-2.2372276539730676,1.4810782141809347,-26.38390849859253,3.2818963117407858,1.9704873435376888,3.1956239066951166,-5.881658675240159,11.467957349260445,-3.261871080650607,1.4790889769339668,11.565988661928417,-9.930962138374989,3.88737585194354,2.0556627681036153,1.236351236633051
ACH-001001,-44.555261871376416,1.662488804571368,-43.73814783062682,31.216290670081786,-39.20429517074997,-10.02702243492991,18.938555633408935,-13.008019112832354,9.312756053040962,3.6531366157993364,8.047851068832546,-7.014029244100067,-12.945623629477856,-8.364202809456238,-6.767028453732692,-8.550495129605608,-4.399696058992659,7.095161097441977,-14.679196439078785,-3.0335195423740395,-1.8178290993418325,-1.531627714082869
ACH-000956,66.4040473931239,-8.304230366232225,25.722303144189077,30.290737332981468,-23.287088344940237,-17.352873728895776,-22.508527791226022,-0.32411929295330233,1.4379920243763271,-6.918248625932389,25.062450341335673,15.557330939608475,4.104163457665068,11.58314458703892,13.891375251946608,-6.438548322475075,-10.605595603546341,-16.481704217036178,-4.412498911307478,-5.477270713110926,-15.407604889403622,-19.61093642296086
ACH-000948,1.377215504117748,-1.246536302658941,51.917313299110766,-6.185794920618191,-32.506200242355,-39.430221910470195,-14.51874638911428,13.60359221213361,-19.21985326643834,22.803573329288426,46.126996414099615,20.198256229704466,5.955100466301895,1.5441824995429823,-5.38297584240233,-12.722180447091597,-3.0289758928377073,-12.641305321028561,-2.5399362062119306,-11.760069248353172,-3.6623082337929738,-5.935912356321465
ACH-000026,-14.795022165460423,-6.35661764231855,3.3555355325978495,-5.118522547451738,-6.8555363721392455,17.232961193084343,-13.892683558625677,7.690127943152038,26.564128077897678,-5.961373040316092,4.276178828501725,24.864448622609988,-22.750331526068436,-43.77758060413094,7.234032605275258,6.619524030549087,4.3216702251151045,-14.260867292412222,17.717439512579453,-6.965572214676057,-3.789230709562373,13.616377889143909
ACH-000011,-48.90748991784316,1.6030248196257944,2.9562458673419565,16.377271169639265,31.691653905965726,14.59949152511801,-16.558062946275744,9.143247494201699,19.260744841784284,-17.946677137432456,9.87210667594276,27.9253368068501,-16.173638031331443,-39.16063996479046,10.835069545935644,12.356040425227949,2.4336382535983594,-9.21678121474333,19.323257438006664,-3.2101957217134163,-5.469400576848625,13.292451824692714
ACH-000323,-14.642460993058307,-39.45872140715968,-48.60691583787345,-27.50683515250483,1.1975873852699401,8.079059469799391,6.288648533741737,1.3191899980623716,-8.59618095930646,1.8568092070924023,-30.335539170613053,-0.2167877249246993,-1.0586694067226916,19.032394281674396,-3.6026025355068225,-16.353302435696673,10.720514521552326,10.739078155781376,-0.4317458159869043,-0.45379033010101877,-1.283763972285904,-0.6701162283736665
ACH-000905,-41.32771898907827,-20.082420401436778,-7.478977804136527,-3.2174742474535103,-45.88399304715676,1.5692046988049162,19.83402149261922,-14.812335056998004,-14.535188106961128,11.211902931967371,-26.029031147120083,-14.135198331706341,-4.219880727372783,2.6133329308537445,-6.022676704276127,0.277071570497395,-6.622880371365585,0.9798735179976389,10.461878081077709,8.129241403280094,7.600215170393571,8.717383973903907
ACH-000520,-60.97337092972934,-11.920522021704468,-27.781222436560586,0.289106763836392,2.464564096622998,20.924851561420382,11.29881449064882,-0.4529485127814707,-0.4564924575766975,-4.026276159171874,-2.187671123981784,-0.7480390579247992,-21.731038232539284,8.139193859050382,-1.9127208813426546,9.772682874275075,-5.315337892076657,-1.772530078500321,6.6007715064930395,-4.3917404290821835,8.521977849322425,7.09955838059918
ACH-000973,23.475693689559332,-16.744882166215483,-19.755079752563066,-13.892118597988567,-39.69543220874115,9.216757402245811,1.1625988836072774,9.45559278861662,13.940465710458186,-6.9676575582658495,-23.41456957414362,6.432233612948346,-11.31186310693182,4.874150336152449,-10.048673913216609,-8.695820098754982,13.835013867928202,-0.20927629699782954,-8.899417407357715,3.037166656186435,7.795620837553084,-7.44180686050918
ACH-000896,-49.63383483254347,-11.614358443326632,6.4185195336048375,0.015180182108572022,-32.71144391748726,5.675001573164634,9.66852895802321,-17.868501053057606,-16.137531093633942,-16.71376238652364,-21.087828204053245,-9.593298536883088,-2.727120221218569,6.721684160098583,-1.2917286337631915,5.4024703358216035,-12.481131421146493,6.988550942911279,7.687612358574004,10.740255989076958,14.940410555862648,10.602464341861044
ACH-000070,29.378718190143733,82.90059499807097,-30.08588799092865,-7.550228196573158,-10.569947929379026,18.122874836861364,18.629107837201396,22.5920291943371,-7.889736423890811,4.1729477324596695,-39.09226477066343,2.7627952590272344,17.950882275399213,-8.848816223545729,6.628025260016453,5.602445268052398,-6.520772812544124,9.868467332331868,22.08987821213098,13.694523965384743,-1.0186054748727011,-8.849907869727694
ACH-000411,-39.364536515498536,-9.95853397923269,-14.13155716034383,-10.600339152636721,-18.78332011602973,6.743050973474651,-4.904460996903021,7.080783971005351,3.363154966967813,11.790915646559109,-7.4195099756774,20.91246224055261,-21.724843989611067,-21.31471754530766,21.978124581904734,16.53374975544276,-9.301537259015621,-22.463717504067024,31.754684906057502,2.401796574188804,-4.775989221926849,9.157700664958528
