Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
ACH-001270,-39.92118376118288,-14.097610655991456,-41.722535398717895,32.83783152522593,-26.419777815532694,-14.137254745642593,19.70789694061031,-2.2421274180287294,1.4697736803967791,-26.389315541352232,3.275025793805148,1.9999733480617292,3.2328424863354392,-5.904069425119813,11.472962854445294,-3.3054551073594465,1.8597052269370729,11.351827584336474,-9.814000339790237,4.216837571123685,1.0152513899998283,2.248309045753083,7.350919529291453,-2.9385089013603616,2.144845744097685,-5.31719667747841,-3.679585517612976,9.57192695692947,0.16539341939445684,1.261629645929375,-1.8808812374493313,-4.604669182111326,5.730287587867078,3.58670201018172,7.610183472895472,-1.678848362709139,3.00605720255914,11.273373482194867,4.032107527682819,-1.7013750821780367,9.844395836515565,-3.029174088349149,-8.834346504270874,11.589287628133494,4.468789345422073,-1.1386701001747082,7.415311632478666,-1.1491368090210496,-9.75401411689156,-0.19903955318750763
ACH-001001,-44.55526186693252,1.6624890381202848,-43.73814704211201,31.216287841910084,-39.20421986891375,-10.02683323560901,18.937252989112814,-13.006331328322531,9.322338490603084,3.6577468344981403,8.04341866978396,-7.012209175496628,-12.957065319640506,-8.344641885603629,-6.651683692916134,-8.594464763707473,-4.357469956280124,6.193420972758187,-15.142673805841577,-2.8300699539703733,-2.0448033095623663,-2.1036260083521885,0.13215490372545685,-4.836860090921705,-6.401842434952348,2.4647898662161962,-1.126722251847975,-0.5503341685517655,-0.31619791563744065,9.976315325034996,-11.548434269344595,-5.872151670877292,20.864466243226822,-4.457711780520594,-12.727969539196552,-7.707143602421397,9.170643095260182,4.203268309290673,3.943040727062201,9.10507968429045,-1.1228358921191641,-5.343221768334595,3.3731155145493106,3.9971828770523112,-4.15142079304428,12.321507215767046,-0.4472192093073391,-7.354403769935532,7.243268134706505,-8.460184881912424
ACH-000956,66.40404739371907,-8.304230968599123,25.7223004736514,30.29076488026493,-23.28722652202379,-17.354445626380745,-22.50507143155026,-0.3317792325350612,1.4165762202984185,-6.932156032061426,25.04782183230062,15.594794469621563,4.168346964967586,11.51290820018665,13.864167632763097,-6.545793177512352,-10.533351688945165,-16.00234806189243,-2.1715294036051485,-4.542375660811772,-16.52556624521041,-18.984976152127555,5.429722008862981,5.566441300962617,-16.548900461085026,15.397126783543232,-11.175387143442947,12.366380878119003,-6.051077150086348,-7.019205426710056,-3.8681454095699053,1.8999615010970923,-4.390604161865855,-8.044336948497099,2.541997612735246,13.670832138264652,-11.037135636487022,-16.359060790632604,4.497657298059322,8.091044229023385,9.302472129976016,-15.793438244362033,1.8379993667507781,-24.93124691305138,-20.785189174665785,-5.512480638970859,1.538097401729139,-16.441486239237776,-7.999864828772957,-2.177283281605315
ACH-000948,1.3772155003002058,-1.2465365689882468,51.91731329460718,-6.185786830473762,-32.50624159280199,-39.430028822736716,-14.519938161098434,13.603241207112836,-19.226289868565527,22.814770133017156,46.12768980219884,20.195986422648115,5.97403628396015,1.5460372627281613,-5.482314372528306,-12.350327072752789,-3.388455393132651,-12.619687438155946,-1.511495962493327,-11.724515981462558,-4.24526454536339,-6.696909539753313,-11.34306168526814,-2.303713623654033,-17.803078285543986,9.926250974398512,-4.485364591386809,6.662776874171064,-4.179909683733329,4.673159325761985,-5.44246148047953,-7.461038812701339,-0.08858342579638441,-0.8904544225486177,22.06193437284694,9.084539942233858,-8.67025286077776,-17.263012802245896,-3.1786109540482217,1.6763331267131918,5.6088609459382495,-8.043982141018697,-11.191935550756169,0.39244194262419074,-6.348498333424521,9.770740838750466,-4.979542689958496,0.2456894240068763,6.955416133895178,-6.082205207560721
ACH-000026,-14.795022165285404,-6.356617219788259,3.355537114740304,-5.118547774431862,-6.855473417099306,17.233888932574004,-13.893556170758462,7.694924472448805,26.57227702674781,-5.9634127822682155,4.276757353297019,24.85318899587154,-22.775739846604882,-43.76228729305334,7.1908762662405845,6.514225913090716,4.195022113798254,-13.453507620349175,18.254354193119937,-7.035463663769466,-4.117953370539113,15.472265742620046,18.384391407609897,-3.6842852969870767,-7.918021381541862,18.826464939364946,0.3533677785040392,-19.165886269296774,4.943509021400007,-2.1171611436907876,-15.247758055999414,14.071555186878163,3.868019200833911,1.279257045491573,-4.81328794287663,4.224287154459374,-2.701614737451194,-9.416272666440813,10.210179129039505,-1.6646533574214435,-7.1305178999026575,-7.675090413206907,-0.2865387770347477,6.320957810915017,-3.713577312838723,0.44959144697042164,7.394390304021232,7.070164916952811,-5.744377722131449,-4.72531418039903
ACH-000011,-48.907489920496346,1.6030248898400496,2.9562462929489257,16.37726329529233,31.691641043933416,14.599925418930255,-16.559017797453862,9.144712444171338,19.26051522417959,-17.94995718530771,9.872886195048991,27.91509955927015,-16.172019095967013,-39.16813884151755,10.775404309908891,12.242161859756303,2.39110480947578,-7.9548447498972585,20.18855687924653,-3.462469972600427,-5.877947979506782,14.777903328188291,13.996702605996118,-6.356596506648092,-13.532902885473705,17.711988278824816,-4.970635663044416,-19.43117958557695,5.848347046774424,0.24049133676693,-8.381757493211213,6.146900170899703,-0.8750508210909529,-0.8265568984200685,-0.10855738015499185,5.651807394416912,-3.5311032814078103,-9.615209390063148,7.217225633380855,1.0138910819817233,-6.653203614315037,-3.7782815198070128,-7.272223504694391,8.160782023666131,2.1750501625178185,0.8146976175776258,4.852583082491909,8.587693802980583,-4.318977202127964,-4.001959066833385
ACH-000323,-14.642460990931488,-39.45872177081598,-48.60691694939405,-27.506819021540338,1.197513006583393,8.078191196147966,6.29123606857115,1.315478898935822,-8.60934839697788,1.8483975432529385,-30.3434697931889,-0.19617813847327645,-1.017644047180118,18.998880593548236,-3.6367080807444343,-16.422906559744128,10.83169929628521,10.724984584419415,-0.6138291731503074,-0.19334141494498638,-1.483013823172429,-0.9392576074827093,-5.707954043986707,-1.4912729242309901,5.118358839591916,0.07856428625701192,-12.563167549865504,6.603961961455096,-3.446061927543821,1.4560200617753145,6.66885603288923,-1.9256730836785323,1.1683837781554685,2.7145541257074095,1.3746585583922446,6.06600342856884,-0.7910968032907855,1.8266523251387834,-4.461983682084211,6.101803734170007,-0.5212829619630586,-9.019316077501038,-14.336963860987836,5.035440428561759,-0.6233123419116303,7.188831853271739,-2.53621301791832,6.87611682767743,1.8565607547234038,-0.29626490087650653
ACH-000905,-41.327718984573465,-20.082419594357862,-7.47897432386548,-3.2175113229118146,-45.88374918150118,1.5712608978902698,19.829559722802482,-14.802918847406016,-14.508079210509242,11.24026222327998,-26.01994761506782,-14.170912535101222,-4.300165317599427,2.702508489098844,-5.946690079988355,0.5419641185304237,-6.627069938311352,0.7549578309223218,8.881741768236909,7.868101275844025,8.999631996355886,7.65482193184723,1.771480187416149,-12.731129082817116,14.613021434346805,4.872030411458929,16.068525127062014,-1.0191789377977747,2.259765726686129,-7.773088655679089,0.15852712609620448,1.8581770624845682,-2.1523723313603966,-0.21949871055304201,3.230589770325193,-5.925629431996983,12.360569828610165,5.7363255991207245,-0.06469462015007055,4.361098040015224,-6.498289220545253,-9.959060586482305,14.711323947025777,-8.902071785222926,-4.442137604848499,-7.740918935095764,4.672965954885428,-5.501900548893831,-6.860511729289198,5.780839318669505
ACH-000520,-60.97337093366595,-11.920521503251356,-27.78122037814322,0.289088375205078,2.464668163969133,20.926185515894435,11.293465673287058,-0.4454035150544966,-0.43127814045040563,-4.016118882458491,-2.1749945658797403,-0.7850520876318021,-21.793973552084694,8.194258498366246,-1.8566810617792766,10.01683525360698,-5.668044723452814,-2.12616381052845,5.564633008829457,-5.3896069460674765,9.6825049476976,5.212201451960959,-13.840159034792592,-4.264048488150925,0.657679564827762,5.784105872297875,1.2305615828154601,-4.24105795045278,-6.750530827848249,9.415849532925892,-6.610481676715912,-7.381980672267964,9.244465381921747,7.000143625802312,-12.39932342442398,4.304712099655917,2.8224555129304614,3.7630054256163037,-9.351725731377634,2.056464741064848,12.812935223562405,2.4389473450883035,3.3927525439743915,8.046388363408582,6.904493586177694,0.17078374237786925,-8.222039782654786,1.7710689990987967,3.836610853185183,2.3238490705136243
ACH-000973,23.47569368987609,-16.744882016159053,-19.755079209524542,-13.892115933097442,-39.69534773643976,9.217234508894586,1.1587164605907756,9.456768044083416,13.955493987169806,-6.9533566768143675,-23.410355983179528,6.410379401829756,-11.347166462394627,4.903860208052371,-9.862935781734796,-8.592252221281436,13.752856153194184,-1.2498832587404127,-9.725119699651273,2.381230689681988,8.25290586659537,-8.574554858912895,0.6452591115140891,-12.54021533716897,-1.3641171089025692,8.438617217613178,-0.5833211850772692,2.367642263368204,-1.5238404067567115,-2.727899499708166,-5.529540142742883,-11.351061319223914,-5.208114798352308,0.013608134706718646,1.3150383125464167,1.6592463260881765,4.6355088826246345,13.470702820086155,-7.551267372280781,1.1575050977112222,2.5488176894369947,-3.554887903336671,-4.609381815488309,-5.08863744981182,1.1990287017344907,3.7882074023194887,-2.2905216044004892,-12.476690114741208,-11.864257018792335,-1.5421055569517816
